idade,sigla_uf,numero_membros_familia,renda_mensal_todas_fontes_deflacionado,renda_mensal_familia_deflacionado,frequenta_escola,anos_estudo,serie_frequentada,grau_frequentado,sexo,raca_cor
6,ES,,,,1,0,,7,1,2
6,ES,,,,0,0,,,1,2
7,ES,,,,1,0,,7,1,8
7,ES,,,,1,0,,7,1,2
7,ES,,,,1,0,,7,0,2
6,ES,,,,1,0,,7,0,2
6,ES,,,,1,0,,7,1,2
6,ES,,,,1,0,,7,0,8
7,ES,,,,1,0,,7,1,2
6,ES,,,,1,0,,7,1,8
7,ES,,,,1,0,,7,1,2
6,ES,,,,1,0,,7,0,2
6,ES,,,,1,0,,7,0,2
8,ES,,,,1,0,,7,1,8
7,ES,,,,1,0,,7,1,8
6,ES,,,,1,0,,7,1,2
7,ES,,,,1,0,,7,0,8
6,ES,,,,1,0,,7,1,2
7,ES,,,,1,0,,7,0,8
6,ES,,,,1,0,,7,0,8
7,ES,,,,1,0,,7,0,8
6,ES,,,,1,0,,7,1,8
7,ES,,,,1,0,,7,1,8
7,ES,,,,1,0,,7,1,2
7,ES,,,,1,0,,7,1,8
6,ES,,,,1,0,,7,0,2
6,ES,,,,1,0,,7,1,8
6,ES,,,,1,0,,7,1,8
7,ES,,,,1,0,,7,1,8
6,ES,,,,1,0,,7,0,2
7,ES,,,,1,0,,7,1,8
6,ES,,,,1,0,,7,1,8
6,ES,,,,1,0,,7,0,8
9,ES,,,,0,0,,,0,8
6,ES,,,,1,0,,7,0,8
6,ES,,,,1,0,,7,1,2
6,PI,,,,1,0,,7,1,2
7,PI,,,,1,0,,7,0,2
6,PI,,,,1,0,,7,1,2
6,PI,,,,1,0,,7,1,8
6,PI,,,,1,0,,7,0,2
7,PI,,,,1,0,,7,1,8
9,PI,,,,1,0,,7,1,8
6,PI,,,,1,0,,7,0,8
9,PI,,,,1,0,,7,1,8
6,PI,,,,1,0,,7,1,2
7,PI,,,,1,0,,7,0,8
6,PI,,,,1,0,,7,1,8
6,PI,,,,1,0,,7,1,2
6,PI,,,,1,0,,7,0,8
6,PI,,,,1,0,,7,0,2
6,PI,,,,1,0,,7,1,8
7,PI,,,,1,0,,7,0,2
6,PI,,,,1,0,,7,1,8
7,PI,,,,1,0,,7,1,8
6,PI,,,,1,0,,7,1,2
6,PI,,,,1,0,,7,0,8
7,PI,,,,1,0,,7,0,8
6,PI,,,,1,0,,7,1,2
7,PI,,,,1,0,,7,0,8
6,PI,,,,1,0,,7,1,8
6,PI,,,,1,0,,7,1,8
6,PI,,,,1,0,,7,0,8
6,PI,,,,1,0,,7,1,8
7,PI,,,,1,0,,7,0,2
7,PI,,,,1,0,,7,1,8
6,PI,,,,1,0,,7,1,8
9,PI,,,,1,0,,7,0,8
7,PI,,,,1,0,,7,1,4
7,PI,,,,1,0,,7,1,8
6,PI,,,,1,0,,7,1,8
7,PI,,,,1,0,,7,1,8
6,PI,,,,1,0,,7,1,8
7,PI,,,,1,0,,7,1,8
6,PI,,,,1,0,,7,0,4
6,PI,,,,1,0,,7,0,2
6,PI,,,,1,0,,7,0,8
7,PI,,,,1,0,,7,1,2
7,PI,,,,1,0,,7,0,8
6,PI,,,,1,0,,7,0,2
6,PI,,,,1,0,,7,0,8
6,PI,,,,1,0,,7,1,2
7,PI,,,,1,0,,7,0,8
7,PI,,,,1,0,,7,1,4
6,PI,,,,1,0,,7,1,2
6,PI,,,,1,0,,7,1,2
7,PI,,,,1,0,,7,0,8
7,PI,,,,1,0,,7,0,8
7,PI,,,,1,0,,7,1,8
7,PI,,,,1,0,,7,0,2
7,PI,,,,1,0,,7,0,8
7,PI,,,,1,0,,7,1,4
7,PI,,,,1,0,,7,1,8
7,PI,,,,1,0,,7,0,2
6,PI,,,,1,0,,7,1,2
6,PI,,,,1,0,,7,1,4
6,PI,,,,1,0,,7,0,2
6,PI,,,,1,0,,7,1,8
6,PI,,,,1,0,,7,0,8
6,PI,,,,1,0,,7,0,4
7,SE,,,,1,0,,7,0,8
7,SE,,,,1,0,,7,1,8
7,SE,,,,1,0,,7,0,8
6,SE,,,,1,0,,7,1,8
7,SE,,,,1,0,,7,1,8
6,SE,,,,1,0,,7,0,8
7,SE,,,,1,0,,7,1,8
8,SE,,,,1,0,,7,0,8
6,SE,,,,1,0,,7,1,8
6,SE,,,,1,0,,7,1,4
6,SE,,,,1,0,,7,1,8
6,SE,,,,1,0,,7,1,2
6,SE,,,,1,0,,7,0,8
6,SE,,,,1,0,,7,1,8
6,SE,,,,1,0,,7,1,8
8,SE,,,,1,0,,7,0,2
6,SE,,,,1,0,,7,0,2
6,SE,,,,1,0,,7,0,8
6,SE,,,,1,0,,7,1,2
7,SE,,,,1,0,,7,0,2
6,SE,,,,1,0,,7,1,8
6,SE,,,,1,0,,7,0,8
6,SE,,,,1,0,,7,0,8
6,SE,,,,1,0,,7,1,8
7,SE,,,,1,0,,7,1,2
7,SE,,,,1,0,,7,0,2
6,SE,,,,1,0,,7,0,8
6,SE,,,,1,0,,7,0,8
6,SE,,,,1,0,,7,1,2
6,SE,,,,1,0,,7,1,8
6,SE,,,,1,0,,7,0,8
6,SE,,,,1,0,,7,0,8
9,SE,,,,1,0,,7,1,8
8,SE,,,,1,0,,7,0,2
6,SE,,,,1,0,,7,1,8
6,SE,,,,1,0,,7,0,8
6,SE,,,,1,0,,7,0,8
6,SE,,,,1,0,,7,1,2
6,SE,,,,1,0,,7,0,8
6,SE,,,,1,0,,7,1,8
6,SE,,,,1,0,,7,0,8
6,SE,,,,1,0,,7,0,8
6,SE,,,,0,0,,,0,2
8,SE,,,,1,0,,7,1,2
7,SE,,,,1,0,,7,0,8
6,SE,,,,1,0,,7,1,4
6,SE,,,,1,0,,7,1,8
6,SE,,,,1,0,,7,0,2
6,SE,,,,1,0,,7,0,2
8,SE,,,,1,0,,7,0,8
7,SE,,,,1,0,,7,1,8
7,SE,,,,1,0,,7,0,4
6,SE,,,,1,0,,7,0,0
7,SE,,,,1,0,,7,1,8
7,SE,,,,1,0,,7,1,8
7,SE,,,,1,0,,7,1,2
7,SE,,,,1,0,,7,1,8
8,SE,,,,1,0,,7,1,8
6,SE,,,,1,0,,7,0,8
6,SE,,,,1,0,,7,0,8
6,SE,,,,1,0,,7,1,8
6,SE,,,,1,0,,7,0,8
7,SE,,,,1,0,,7,0,8
8,SE,,,,1,0,,7,0,8
7,SE,,,,1,0,,7,0,8
6,SE,,,,1,0,,7,1,8
6,SE,,,,1,0,,7,1,8
6,SE,,,,1,0,,7,0,8
6,SE,,,,1,0,,7,1,2
6,SE,,,,1,0,,7,0,8
6,MT,,,,1,0,,7,0,2
6,MT,,,,1,0,,7,1,8
7,MT,,,,1,0,,7,1,8
6,MT,,,,1,0,,7,0,8
6,MT,,,,1,0,,7,1,8
7,MT,,,,1,0,,7,0,8
7,MT,,,,1,0,,7,0,8
7,MT,,,,1,0,,7,0,8
7,MT,,,,1,0,,7,0,2
6,MT,,,,1,0,,7,1,2
7,MT,,,,1,0,,7,0,8
6,MT,,,,1,0,,7,1,8
6,MT,,,,1,0,,7,1,8
6,MT,,,,1,0,,7,0,8
8,MT,,,,1,0,,7,0,2
6,MT,,,,1,0,,7,1,8
6,MT,,,,1,0,,7,0,8
6,MT,,,,1,0,,7,0,8
6,MT,,,,1,0,,7,0,8
7,MT,,,,1,0,,7,0,8
6,MT,,,,1,0,,7,0,8
7,MT,,,,1,0,,7,1,8
7,MT,,,,1,0,,7,1,8
7,MT,,,,1,0,,7,0,8
6,MT,,,,1,0,,7,0,2
6,MT,,,,1,0,,7,1,2
6,MT,,,,1,0,,7,1,8
6,MT,,,,1,0,,7,0,8
7,MT,,,,1,0,,7,1,8
6,MT,,,,1,0,,7,1,8
6,MT,,,,1,0,,7,1,8
6,MT,,,,1,0,,7,0,8
7,MT,,,,1,0,,7,0,4
6,MT,,,,1,0,,7,1,2
6,MT,,,,1,0,,7,1,8
6,MT,,,,1,0,,7,0,8
6,MT,,,,1,0,,7,0,8
7,MT,,,,1,0,,7,0,8
6,MT,,,,1,0,,7,0,2
6,MT,,,,0,0,,,0,8
6,MT,,,,0,0,,,0,8
6,MT,,,,1,0,,7,1,8
6,MT,,,,1,0,,7,1,2
6,MT,,,,1,0,,7,0,8
7,MT,,,,1,0,,7,1,8
6,MT,,,,1,0,,7,1,2
6,MT,,,,1,0,,7,1,8
7,MT,,,,1,0,,7,1,8
6,MT,,,,1,0,,7,0,2
6,MT,,,,1,0,,7,1,8
6,MT,,,,1,0,,7,0,8
6,MT,,,,1,0,,7,1,2
6,MT,,,,1,0,,7,1,8
6,MT,,,,1,0,,7,0,4
8,MT,,,,1,0,,7,0,2
6,MT,,,,1,0,,7,1,2
7,MT,,,,1,0,,7,1,2
6,MT,,,,1,0,,7,1,2
6,MT,,,,1,0,,7,1,8
6,MT,,,,1,0,,7,0,2
8,MT,,,,1,0,,7,1,8
7,MT,,,,1,0,,7,1,8
6,MT,,,,1,0,,7,0,2
7,MT,,,,1,0,,7,0,8
7,MA,,,,1,0,,7,1,4
6,MA,,,,1,0,,7,1,8
6,MA,,,,1,0,,7,1,8
6,MA,,,,1,0,,7,0,4
7,MA,,,,1,0,,7,1,8
6,MA,,,,1,0,,7,0,8
6,MA,,,,1,0,,7,1,8
6,MA,,,,1,0,,7,1,8
7,MA,,,,1,0,,7,1,2
6,MA,,,,1,0,,7,0,8
7,MA,,,,1,0,,7,0,8
6,MA,,,,1,0,,7,0,8
6,MA,,,,1,0,,7,0,2
6,MA,,,,1,0,,7,1,8
7,MA,,,,1,0,,7,1,8
7,MA,,,,1,0,,7,0,8
6,MA,,,,1,0,,7,1,8
6,MA,,,,1,0,,7,1,8
6,MA,,,,1,0,,7,0,2
6,MA,,,,1,0,,7,0,0
8,MA,,,,1,0,,7,0,8
6,MA,,,,1,0,,7,1,2
7,MA,,,,1,0,,7,1,8
7,MA,,,,1,0,,7,0,8
6,MA,,,,1,0,,7,0,8
7,MA,,,,1,0,,7,0,8
6,MA,,,,1,0,,7,0,8
6,MA,,,,1,0,,7,1,8
6,MA,,,,1,0,,7,1,8
6,MA,,,,1,0,,7,1,8
6,MA,,,,1,0,,7,0,2
6,MA,,,,1,0,,7,1,8
6,MA,,,,0,0,,,1,8
6,MA,,,,1,0,,7,0,8
6,MA,,,,1,0,,7,0,8
7,MA,,,,1,0,,7,1,8
6,MA,,,,1,0,,7,0,8
6,MA,,,,1,0,,7,0,8
6,MA,,,,1,0,,7,1,2
6,MA,,,,1,0,,7,0,8
6,MA,,,,1,0,,7,1,8
6,MA,,,,1,0,,7,0,8
6,MA,,,,1,0,,7,0,2
6,MA,,,,1,0,,7,0,8
6,MA,,,,1,0,,7,1,8
6,MA,,,,1,0,,7,0,8
8,MA,,,,1,0,,7,0,8
6,MA,,,,1,0,,7,0,8
6,MA,,,,1,0,,7,1,8
7,MA,,,,1,0,,7,1,8
6,MA,,,,1,0,,7,0,2
6,MA,,,,1,0,,7,1,8
6,MA,,,,1,0,,7,0,8
6,MA,,,,1,0,,7,1,2
6,MA,,,,1,0,,7,0,8
6,MA,,,,1,0,,7,1,8
7,MA,,,,1,0,,7,1,8
7,MA,,,,1,0,,7,1,8
6,MA,,,,1,0,,7,0,8
6,MA,,,,1,0,,7,1,8
6,MA,,,,1,0,,7,1,2
7,MA,,,,1,0,,7,1,2
7,MA,,,,1,0,,7,1,8
7,MA,,,,1,0,,7,1,8
7,MA,,,,1,0,,7,1,8
7,MA,,,,1,0,,7,0,8
8,MA,,,,1,0,,7,0,8
7,MA,,,,1,0,,7,1,8
7,MA,,,,1,0,,7,1,4
6,MA,,,,1,0,,7,0,8
6,MA,,,,1,0,,7,1,8
6,MA,,,,1,0,,7,0,8
6,MA,,,,1,0,,7,0,8
9,MA,,,,1,0,,7,1,8
6,MA,,,,1,0,,7,1,8
6,MA,,,,1,0,,7,0,8
6,MA,,,,1,0,,7,0,8
7,MA,,,,1,0,,7,1,8
6,MA,,,,1,0,,7,0,8
6,MA,,,,1,0,,7,1,8
6,MA,,,,1,0,,7,1,8
6,MA,,,,1,0,,7,1,8
6,MA,,,,1,0,,7,1,8
6,MA,,,,1,0,,7,1,2
6,MA,,,,1,0,,7,0,8
7,MA,,,,1,0,,7,1,8
6,MA,,,,1,0,,7,1,8
6,MA,,,,1,0,,7,1,8
6,MA,,,,1,0,,7,0,2
7,MA,,,,1,0,,7,0,8
6,MA,,,,1,0,,7,0,2
7,MA,,,,1,0,,7,1,8
7,MA,,,,1,0,,7,0,2
6,MA,,,,1,0,,7,0,2
6,MA,,,,1,0,,7,1,4
6,MA,,,,1,0,,7,1,4
6,MA,,,,1,0,,7,0,8
8,MA,,,,1,0,,7,1,8
6,MA,,,,1,0,,7,0,2
6,MA,,,,1,0,,7,0,2
6,MA,,,,1,0,,7,1,8
6,MA,,,,1,0,,7,0,8
9,MA,,,,1,0,,7,0,8
6,MA,,,,1,0,,7,0,8
6,MA,,,,1,0,,7,1,8
6,MA,,,,1,0,,7,1,8
7,MA,,,,1,0,,7,1,2
7,MA,,,,1,0,,7,1,8
9,MA,,,,1,0,,7,1,4
7,MA,,,,1,0,,7,1,8
6,MA,,,,1,0,,7,0,8
6,MA,,,,1,0,,7,0,2
6,MA,,,,1,0,,7,1,8
6,MA,,,,1,0,,7,1,8
6,MA,,,,1,0,,7,1,8
6,MA,,,,1,0,,7,0,8
6,MA,,,,1,0,,7,1,4
7,MA,,,,1,0,,7,1,8
6,MA,,,,1,0,,7,0,8
6,AL,,,,1,0,,7,1,2
6,AL,,,,1,0,,7,0,2
6,AL,,,,1,0,,7,1,8
6,AL,,,,1,0,,7,1,8
8,AL,,,,1,0,,7,0,2
7,AL,,,,1,0,,7,1,2
7,AL,,,,0,0,,,0,8
8,AL,,,,1,0,,7,1,2
8,AL,,,,1,0,,7,1,2
6,AL,,,,1,0,,7,1,8
6,AL,,,,1,0,,7,1,8
6,AL,,,,1,0,,7,0,2
6,AL,,,,1,0,,7,0,8
6,AL,,,,1,0,,7,0,8
6,AL,,,,1,0,,7,1,8
6,AL,,,,1,0,,7,1,8
6,AL,,,,1,0,,7,1,8
7,AL,,,,1,0,,7,1,2
7,AL,,,,1,0,,7,0,2
7,AL,,,,1,0,,7,0,4
8,AL,,,,1,0,,7,1,4
6,AL,,,,0,0,,,1,8
7,AL,,,,1,0,,7,1,8
7,AL,,,,1,0,,7,0,8
6,AL,,,,1,0,,7,1,2
6,AL,,,,1,0,,7,1,2
6,AL,,,,1,0,,7,1,2
6,AL,,,,0,0,,,1,8
7,AL,,,,1,0,,7,0,8
7,AL,,,,1,0,,7,1,8
7,AL,,,,1,0,,7,1,8
6,AL,,,,1,0,,7,0,8
6,AL,,,,0,0,,,1,8
9,AL,,,,1,0,,7,0,8
6,AL,,,,1,0,,7,0,2
7,AL,,,,1,0,,7,1,2
6,AL,,,,1,0,,7,0,8
7,AL,,,,1,0,,7,1,8
6,AL,,,,1,0,,7,0,2
6,AL,,,,1,0,,7,0,8
7,AL,,,,1,0,,7,1,4
6,AL,,,,1,0,,7,1,8
6,AL,,,,1,0,,7,0,8
7,AL,,,,1,0,,7,0,8
6,AL,,,,1,0,,7,0,8
7,AL,,,,1,0,,7,1,8
6,AL,,,,1,0,,7,1,4
7,AL,,,,1,0,,7,0,8
6,AL,,,,1,0,,7,1,8
7,AL,,,,1,0,,7,1,8
6,AL,,,,1,0,,7,1,2
6,AL,,,,1,0,,7,0,8
6,AL,,,,1,0,,7,0,8
7,AL,,,,1,0,,7,1,8
7,AL,,,,1,0,,7,1,8
8,AL,,,,0,0,,,0,8
6,AL,,,,1,0,,7,0,8
8,AL,,,,1,0,,7,1,8
6,AL,,,,1,0,,7,0,8
6,AL,,,,1,0,,7,0,8
7,AL,,,,1,0,,7,1,8
6,AL,,,,1,0,,7,0,8
6,AL,,,,1,0,,7,0,8
6,RO,,,,1,0,,7,1,8
6,RO,,,,1,0,,7,1,8
6,RO,,,,1,0,,7,0,8
6,RO,,,,0,0,,,1,8
6,RO,,,,1,0,,7,0,2
6,RO,,,,1,0,,7,1,2
6,RO,,,,1,0,,7,0,2
6,RO,,,,1,0,,7,0,2
6,RO,,,,1,0,,7,0,8
7,RO,,,,1,0,,7,0,2
6,RO,,,,1,0,,7,1,8
7,RO,,,,1,0,,7,0,8
6,RO,,,,1,0,,7,0,8
6,RO,,,,1,0,,7,1,2
6,RO,,,,1,0,,7,1,8
7,RO,,,,1,0,,7,1,8
6,RO,,,,1,0,,7,0,8
6,RO,,,,1,0,,7,1,2
9,RO,,,,0,0,,,1,8
6,RO,,,,1,0,,7,1,8
6,RO,,,,1,0,,7,1,2
6,RO,,,,1,0,,7,1,8
6,RO,,,,1,0,,7,1,8
6,RO,,,,1,0,,7,0,2
7,RO,,,,1,0,,7,1,8
6,RO,,,,1,0,,7,0,2
6,RO,,,,0,0,,,1,8
6,RO,,,,1,0,,7,0,8
6,RO,,,,1,0,,7,1,2
6,RO,,,,1,0,,7,0,8
6,RO,,,,1,0,,7,0,8
8,RO,,,,1,0,,7,1,8
6,RO,,,,1,0,,7,1,2
6,RO,,,,1,0,,7,0,2
6,RO,,,,1,0,,7,1,2
6,RO,,,,1,0,,7,0,8
7,RO,,,,1,0,,7,1,8
6,RO,,,,1,0,,7,0,8
6,RO,,,,1,0,,7,1,8
6,RO,,,,1,0,,7,0,8
7,RO,,,,1,0,,7,0,8
6,RO,,,,1,0,,7,0,8
6,RO,,,,1,0,,7,1,2
6,RO,,,,1,0,,7,1,8
6,RO,,,,1,0,,7,1,2
6,RO,,,,1,0,,7,0,2
7,RO,,,,0,0,,,1,8
6,RO,,,,1,0,,7,0,4
7,RO,,,,1,0,,7,1,8
6,RO,,,,1,0,,7,0,8
6,RO,,,,1,0,,7,0,8
7,RO,,,,1,0,,7,1,8
6,RO,,,,1,0,,7,0,2
6,RO,,,,1,0,,7,1,2
6,RO,,,,1,0,,7,0,8
6,RO,,,,1,0,,7,0,8
6,RO,,,,1,0,,7,0,2
6,RO,,,,1,0,,7,1,2
6,RO,,,,1,0,,7,1,2
7,RO,,,,0,0,,,1,8
6,RO,,,,1,0,,7,1,8
7,RO,,,,1,0,,7,0,2
6,RO,,,,1,0,,7,0,2
6,RO,,,,1,0,,7,1,8
7,DF,,,,1,0,,7,0,2
6,DF,,,,1,0,,7,1,2
7,DF,,,,1,0,,7,0,2
6,DF,,,,1,0,,7,1,8
6,DF,,,,1,0,,7,1,8
6,DF,,,,1,0,,7,1,8
6,DF,,,,1,0,,7,1,8
6,DF,,,,1,0,,7,1,8
6,DF,,,,1,0,,7,0,2
6,DF,,,,1,0,,7,1,2
7,DF,,,,1,0,,7,1,8
6,DF,,,,1,0,,7,1,8
6,DF,,,,1,0,,7,0,2
6,DF,,,,1,0,,7,0,8
6,DF,,,,1,0,,7,0,2
9,DF,,,,1,0,,7,0,4
7,DF,,,,1,0,,7,0,8
8,DF,,,,1,0,,7,0,8
6,DF,,,,1,0,,7,1,8
6,DF,,,,0,0,,,0,8
6,DF,,,,1,0,,7,0,8
7,DF,,,,1,0,,7,0,2
6,DF,,,,1,0,,7,0,8
7,DF,,,,1,0,,7,0,2
6,DF,,,,1,0,,7,1,8
7,DF,,,,1,0,,7,0,2
6,DF,,,,1,0,,7,1,2
7,DF,,,,1,0,,7,1,2
6,DF,,,,0,0,,,1,2
6,DF,,,,1,0,,7,1,8
6,DF,,,,1,0,,7,0,2
7,DF,,,,1,0,,7,0,8
7,DF,,,,1,0,,7,0,2
8,DF,,,,1,0,,7,1,8
7,DF,,,,1,0,,7,1,8
6,DF,,,,1,0,,7,1,8
6,DF,,,,1,0,,7,1,8
7,DF,,,,1,0,,7,0,8
6,DF,,,,1,0,,7,0,4
7,DF,,,,1,0,,7,0,2
6,DF,,,,1,0,,7,1,8
6,DF,,,,1,0,,7,0,8
6,DF,,,,1,0,,7,0,8
6,DF,,,,1,0,,7,0,2
6,DF,,,,1,0,,7,1,2
7,DF,,,,1,0,,7,1,2
7,DF,,,,1,0,,7,0,8
7,DF,,,,1,0,,7,1,8
6,DF,,,,1,0,,7,0,6
6,DF,,,,1,0,,7,1,2
6,DF,,,,1,0,,7,0,2
6,DF,,,,1,0,,7,1,8
6,DF,,,,1,0,,7,0,8
6,DF,,,,1,0,,7,1,2
6,DF,,,,1,0,,7,1,8
6,DF,,,,1,0,,7,1,2
6,DF,,,,1,0,,7,0,2
6,DF,,,,1,0,,7,1,8
7,DF,,,,1,0,,7,1,2
6,DF,,,,1,0,,7,1,8
6,DF,,,,1,0,,7,0,8
6,DF,,,,1,0,,7,1,2
6,DF,,,,1,0,,7,1,8
7,DF,,,,1,0,,7,1,8
7,DF,,,,1,0,,7,0,2
6,DF,,,,1,0,,7,0,8
6,DF,,,,1,0,,7,0,8
6,DF,,,,1,0,,7,0,8
7,DF,,,,1,0,,7,0,8
6,AM,,,,1,0,,7,1,2
9,AM,,,,1,0,,7,1,8
6,AM,,,,1,0,,7,0,2
8,AM,,,,1,0,,7,1,8
6,AM,,,,0,0,,,0,8
7,AM,,,,1,0,,7,1,8
6,AM,,,,1,0,,7,0,8
8,AM,,,,1,0,,7,0,8
6,AM,,,,1,0,,7,1,8
6,AM,,,,1,0,,7,0,2
6,AM,,,,1,0,,7,1,8
6,AM,,,,1,0,,7,0,8
6,AM,,,,1,0,,7,1,8
6,AM,,,,1,0,,7,1,2
6,AM,,,,1,0,,7,1,8
7,AM,,,,1,0,,7,0,8
7,AM,,,,1,0,,7,1,8
6,AM,,,,1,0,,7,1,8
6,AM,,,,1,0,,7,1,8
7,AM,,,,1,0,,7,0,8
6,AM,,,,1,0,,7,0,8
6,AM,,,,0,0,,,0,8
6,AM,,,,1,0,,7,1,8
6,AM,,,,1,0,,7,0,8
8,AM,,,,1,0,,7,1,8
7,AM,,,,1,0,,7,1,8
6,AM,,,,0,0,,,1,2
9,AM,,,,1,0,,7,0,8
6,AM,,,,1,0,,7,0,8
6,AM,,,,1,0,,7,0,8
6,AM,,,,1,0,,7,1,8
6,AM,,,,1,0,,7,1,8
6,AM,,,,1,0,,7,1,8
6,AM,,,,1,0,,7,1,0
9,AM,,,,1,0,,7,1,8
6,AM,,,,1,0,,7,0,8
6,AM,,,,1,0,,7,1,8
7,AM,,,,1,0,,7,1,2
8,AM,,,,1,0,,7,0,8
6,AM,,,,1,0,,7,0,8
7,AM,,,,1,0,,7,1,8
6,AM,,,,0,0,,,1,8
7,AM,,,,1,0,,7,0,2
6,AM,,,,1,0,,7,1,8
7,AM,,,,1,0,,7,1,2
6,AM,,,,1,0,,7,1,8
6,AM,,,,1,0,,7,1,8
6,AM,,,,1,0,,7,1,2
6,AM,,,,1,0,,7,1,8
7,AM,,,,1,0,,7,1,8
6,AM,,,,0,0,,,0,8
7,AM,,,,1,0,,7,0,2
6,AM,,,,1,0,,7,1,8
7,AM,,,,1,0,,7,1,8
7,AM,,,,1,0,,7,1,2
6,AM,,,,1,0,,7,0,8
6,AM,,,,1,0,,7,1,8
6,AM,,,,1,0,,7,1,2
6,AM,,,,1,0,,7,1,2
7,AM,,,,1,0,,7,0,8
6,AM,,,,1,0,,7,0,2
6,AM,,,,1,0,,7,0,2
9,AM,,,,1,0,,7,1,8
6,AM,,,,1,0,,7,0,8
7,AM,,,,1,0,,7,0,8
6,AM,,,,1,0,,7,0,8
6,AM,,,,1,0,,7,1,2
6,AM,,,,0,0,,,0,8
6,AM,,,,1,0,,7,0,2
6,AM,,,,1,0,,7,1,2
6,AM,,,,1,0,,7,1,2
7,AM,,,,1,0,,7,0,8
6,AM,,,,1,0,,7,0,8
6,AM,,,,1,0,,7,1,8
7,AM,,,,1,0,,7,1,2
8,AM,,,,1,0,,7,0,8
8,AM,,,,1,0,,7,1,8
6,AM,,,,1,0,,7,1,8
6,AM,,,,1,0,,7,1,8
6,AM,,,,1,0,,7,0,8
6,AM,,,,1,0,,7,0,8
6,AM,,,,1,0,,7,1,2
6,AM,,,,1,0,,7,0,8
7,AM,,,,1,0,,7,0,2
6,AM,,,,1,0,,7,0,2
6,AM,,,,1,0,,7,0,8
6,AM,,,,1,0,,7,0,2
6,AM,,,,1,0,,7,1,8
7,AM,,,,1,0,,7,1,8
6,AM,,,,1,0,,7,1,8
6,AM,,,,1,0,,7,0,2
6,AM,,,,1,0,,7,0,8
8,AM,,,,0,0,,,1,8
6,AM,,,,1,0,,7,0,8
7,AM,,,,1,0,,7,1,8
7,AM,,,,1,0,,7,1,8
6,AM,,,,1,0,,7,0,8
7,AM,,,,1,0,,7,1,8
6,AM,,,,0,0,,,1,8
6,AM,,,,1,0,,7,1,2
6,AM,,,,1,0,,7,0,2
7,AM,,,,1,0,,7,1,8
7,AM,,,,1,0,,7,1,8
6,AM,,,,1,0,,7,1,8
6,AM,,,,1,0,,7,1,8
7,AM,,,,1,0,,7,1,8
6,AM,,,,1,0,,7,1,2
6,AM,,,,1,0,,7,1,8
7,AM,,,,1,0,,7,0,8
8,AM,,,,0,0,,,1,2
8,AM,,,,1,0,,7,0,8
7,AM,,,,1,0,,7,1,2
6,AM,,,,0,0,,,1,8
7,AM,,,,1,0,,7,0,8
8,AM,,,,1,0,,7,1,8
6,AM,,,,1,0,,7,1,8
6,AM,,,,0,0,,,1,8
6,AM,,,,1,0,,7,1,2
7,AM,,,,1,0,,7,0,8
7,AM,,,,1,0,,7,1,2
6,AM,,,,1,0,,7,1,8
6,AM,,,,1,0,,7,1,2
6,AM,,,,1,0,,7,0,8
6,AM,,,,1,0,,7,0,8
6,AM,,,,1,0,,7,0,8
7,AM,,,,1,0,,7,1,8
7,AM,,,,1,0,,7,1,8
6,AM,,,,1,0,,7,0,8
7,AM,,,,1,0,,7,0,8
6,AM,,,,1,0,,7,0,8
6,AM,,,,1,0,,7,1,8
6,AM,,,,1,0,,7,1,8
8,AM,,,,1,0,,7,1,8
6,AM,,,,1,0,,7,1,8
7,AM,,,,1,0,,7,1,2
7,AM,,,,1,0,,7,0,8
6,AM,,,,1,0,,7,1,0
7,AM,,,,1,0,,7,1,0
6,AM,,,,1,0,,7,1,2
6,AM,,,,1,0,,7,1,2
7,AM,,,,1,0,,7,0,4
6,AM,,,,1,0,,7,1,8
7,AM,,,,1,0,,7,0,8
6,AM,,,,1,0,,7,1,8
7,AM,,,,1,0,,7,0,0
6,AM,,,,1,0,,7,1,0
7,AM,,,,1,0,,7,0,0
7,AM,,,,1,0,,7,0,0
6,AM,,,,1,0,,7,1,8
7,AM,,,,1,0,,7,0,8
7,AM,,,,1,0,,7,0,8
6,AM,,,,1,0,,7,0,8
6,AM,,,,0,0,,,1,8
7,AM,,,,1,0,,7,1,8
6,AM,,,,1,0,,7,0,8
6,AM,,,,1,0,,7,1,2
8,AM,,,,1,0,,7,1,8
6,AM,,,,1,0,,7,1,8
9,AM,,,,1,0,,7,0,8
9,AM,,,,1,0,,7,0,8
8,AM,,,,1,0,,7,0,8
6,AM,,,,1,0,,7,0,8
7,AM,,,,1,0,,7,1,8
6,AM,,,,1,0,,7,1,2
6,AM,,,,1,0,,7,0,8
6,AM,,,,1,0,,7,0,8
7,AM,,,,1,0,,7,1,2
6,AM,,,,1,0,,7,0,8
6,AM,,,,1,0,,7,1,2
6,AM,,,,1,0,,7,1,8
6,AM,,,,1,0,,7,0,8
6,AM,,,,1,0,,7,0,8
7,AM,,,,0,0,,,0,2
6,AM,,,,1,0,,7,1,8
7,AM,,,,1,0,,7,0,8
6,AM,,,,1,0,,7,1,8
6,AM,,,,1,0,,7,1,2
6,AM,,,,1,0,,7,0,8
6,GO,,,,1,0,,7,1,8
6,GO,,,,1,0,,7,1,8
7,GO,,,,1,0,,7,0,2
6,GO,,,,1,0,,7,0,8
6,GO,,,,1,0,,7,0,8
6,GO,,,,1,0,,7,0,8
